column_name,total_rows,missing_rows,pct_missing
emissions_quantity_units,2761,2761,100.0
created_date,2761,2761,100.0
modified_date,2761,2761,100.0
iso3_country,2761,0,0.0
sector,2761,0,0.0
subsector,2761,0,0.0
start_time,2761,0,0.0
end_time,2761,0,0.0
gas,2761,0,0.0
emissions_quantity,2761,0,0.0
temporal_granularity,2761,0,0.0
