iso3_country,geometry_ref,total_emissions,n_sources,latest_end_time
USA,gadm_USA.41.38_1,748104.5772,1,2025-07-31 00:00:00
RUS,gadm_RUS.66.29_1,747970.0732000001,1,2025-07-31 00:00:00
MRT,gadm_MRT.10.1_1,747964.518,1,2025-07-31 00:00:00
CHN,ghs-fua_9040,747808.7370000002,1,2025-07-31 00:00:00
IND,ghs-fua_7881,747496.0174,1,2025-07-31 00:00:00
KGZ,gadm_KGZ.3.1_1,747367.6842,1,2025-07-31 00:00:00
KOR,gadm_KOR.3.13_2,747237.6266,1,2025-07-31 00:00:00
UZB,gadm_UZB.1.7_1,747229.0345999997,1,2025-07-31 00:00:00
IND,gadm_IND.27.3_1,747029.8696000001,1,2025-07-31 00:00:00
GRC,gadm_GRC.1.2_1,746787.1278000001,1,2025-07-31 00:00:00
MAR,gadm_MAR.11.2_1,746558.7541999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.45.8_1,746527.5580000001,1,2025-07-31 00:00:00
MEX,gadm_MEX.22.14_2,746521.002,1,2025-07-31 00:00:00
PAK,ghs-fua_1112,746039.0000000001,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.31_1,745965.8565999996,1,2025-07-31 00:00:00
RUS,gadm_RUS.34.26_1,745965.5465999999,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.16_1,745930.7712000001,1,2025-07-31 00:00:00
RUS,gadm_RUS.74.5_1,745621.9151999999,1,2025-07-31 00:00:00
UZB,gadm_UZB.12.3_1,745536.3188000002,1,2025-07-31 00:00:00
ESP,gadm_ESP.15.1_1,745521.0141999999,1,2025-07-31 00:00:00
BRA,gadm_BRA.25.109_2,745516.1786,1,2025-07-31 00:00:00
IRN,ghs-fua_6244,745334.9224000004,1,2025-07-31 00:00:00
USA,gadm_USA.13.42_1,745327.3911999998,1,2025-07-31 00:00:00
IDN,gadm_IDN.10.32_1,745245.0158,1,2025-07-31 00:00:00
KGZ,gadm_KGZ.7.7_1,745104.0349999999,1,2025-07-31 00:00:00
CHN,ghs-fua_9369,745098.0943999998,1,2025-07-31 00:00:00
DEU,ghs-fua_4321,744983.2982,1,2025-07-31 00:00:00
DEU,gadm_DEU.9.29_1,744570.5076000002,1,2025-07-31 00:00:00
CHN,gadm_CHN.21.1_1,744561.0256,1,2025-07-31 00:00:00
JPN,gadm_JPN.33.43_1,744529.6091999998,1,2025-07-31 00:00:00
KOR,gadm_KOR.1.1_2,744142.5959999998,1,2025-07-31 00:00:00
RUS,gadm_RUS.74.25_1,743930.5525999999,1,2025-07-31 00:00:00
ARG,gadm_ARG.17.18_1,743870.0599999998,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.49_1,743778.5196,1,2025-07-31 00:00:00
GBR,ghs-fua_4526,743705.8538000003,1,2025-07-31 00:00:00
TUR,ghs-fua_5687,743309.7202000001,1,2025-07-31 00:00:00
CHN,ghs-fua_9941,743280.3758,1,2025-07-31 00:00:00
FRA,gadm_FRA.5.1_1,743040.9641999997,1,2025-07-31 00:00:00
USA,gadm_USA.26.22_1,742952.8217999998,1,2025-07-31 00:00:00
JPN,gadm_JPN.11.8_1,742113.4447999999,1,2025-07-31 00:00:00
DZA,gadm_DZA.15.8_1,741989.8544,1,2025-07-31 00:00:00
DEU,gadm_DEU.7.8_1,741980.6357999999,1,2025-07-31 00:00:00
IND,gadm_IND.26.10_1,741489.9192000002,1,2025-07-31 00:00:00
CHN,ghs-fua_9829,741245.6220000001,1,2025-07-31 00:00:00
USA,gadm_USA.35.8_1,741195.5496,1,2025-07-31 00:00:00
USA,gadm_USA.48.21_1,741018.1219999996,1,2025-07-31 00:00:00
USA,gadm_USA.48.5_1,740795.832,1,2025-07-31 00:00:00
CHN,ghs-fua_10092,740719.3906000004,1,2025-07-31 00:00:00
USA,ghs-fua_6035,740183.8104,1,2025-07-31 00:00:00
BEN,ghs-fua_1657,740050.6744000001,1,2025-07-31 00:00:00
DEU,gadm_DEU.9.40_1,740035.973,1,2025-07-31 00:00:00
HUN,ghs-fua_700,739909.1636000001,1,2025-07-31 00:00:00
CHN,ghs-fua_7438,739718.059,1,2025-07-31 00:00:00
ESP,ghs-fua_395,739618.2444,1,2025-07-31 00:00:00
RUS,gadm_RUS.18.40_1,739452.0642000003,1,2025-07-31 00:00:00
IDN,gadm_IDN.9.21_1,739380.8736000005,1,2025-07-31 00:00:00
PER,ghs-fua_1431,739306.4008,1,2025-07-31 00:00:00
IND,ghs-fua_9564,739000.2425999999,1,2025-07-31 00:00:00
TUR,gadm_TUR.56.2_1,738916.0213999997,1,2025-07-31 00:00:00
JPN,ghs-fua_4466,738857.1408,1,2025-07-31 00:00:00
NGA,gadm_NGA.25.4_1,738804.8452000002,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.74_1,738680.5873999998,1,2025-07-31 00:00:00
IRN,ghs-fua_4795,738609.7832,1,2025-07-31 00:00:00
JPN,ghs-fua_2020,738472.0759999999,1,2025-07-31 00:00:00
CHL,gadm_CHL.10.2_1,738216.7312,1,2025-07-31 00:00:00
DEU,gadm_DEU.1.15_1,738188.4299999998,1,2025-07-31 00:00:00
AZE,gadm_AZE.2.7_1,737958.5267999998,1,2025-07-31 00:00:00
COL,ghs-fua_4837,737865.4244000005,1,2025-07-31 00:00:00
TJK,gadm_TJK.4.3_1,737622.0730000002,1,2025-07-31 00:00:00
USA,gadm_USA.47.57_1,737495.6156,1,2025-07-31 00:00:00
JPN,gadm_JPN.12.159_1,737221.949,1,2025-07-31 00:00:00
MAR,gadm_MAR.11.4_1,736959.5490000001,1,2025-07-31 00:00:00
ARG,gadm_ARG.20.3_1,736600.7076000001,1,2025-07-31 00:00:00
USA,gadm_USA.50.14_1,736227.5820000002,1,2025-07-31 00:00:00
KAZ,gadm_KAZ.6.2_1,736104.9886,1,2025-07-31 00:00:00
SAU,ghs-fua_3691,735900.9251999997,1,2025-07-31 00:00:00
USA,gadm_USA.14.49_1,735790.5825999998,1,2025-07-31 00:00:00
USA,ghs-fua_5750,735157.6078000002,1,2025-07-31 00:00:00
PRK,gadm_PRK.10.8_1,735150.5807999996,1,2025-07-31 00:00:00
MEX,gadm_MEX.31.50_2,735088.1136,1,2025-07-31 00:00:00
USA,gadm_USA.44.191_1,734840.7898000001,1,2025-07-31 00:00:00
SOM,gadm_SOM.15.1_1,734671.0711999998,1,2025-07-31 00:00:00
CAN,gadm_CAN.9.37_1,734569.3281999998,1,2025-07-31 00:00:00
JPN,gadm_JPN.3.12_1,734539.7906000001,1,2025-07-31 00:00:00
GBR,gadm_GBR.1.102_1,734232.3346000003,1,2025-07-31 00:00:00
ETH,gadm_ETH.8.6_1,734151.6662000002,1,2025-07-31 00:00:00
JPN,gadm_JPN.13.14_1,734096.1354000001,1,2025-07-31 00:00:00
MMR,gadm_MMR.12.6_1,733842.3848000001,1,2025-07-31 00:00:00
CHL,gadm_CHL.2.1_1,733257.8901999998,1,2025-07-31 00:00:00
POL,gadm_POL.9.13_1,733218.3852,1,2025-07-31 00:00:00
MDG,gadm_MDG.1.4_1,733115.5652000003,1,2025-07-31 00:00:00
GBR,gadm_GBR.1.99_1,733106.9442,1,2025-07-31 00:00:00
TUR,ghs-fua_3519,733025.9994,1,2025-07-31 00:00:00
USA,gadm_USA.4.26_1,732237.2618,1,2025-07-31 00:00:00
POL,gadm_POL.4.24_1,732124.7338,1,2025-07-31 00:00:00
RUS,ghs-fua_6349,732019.5114000002,1,2025-07-31 00:00:00
KWT,gadm_KWT.5_1,731765.6829999998,1,2025-07-31 00:00:00
USA,gadm_USA.33.10_1,731563.5544000001,1,2025-07-31 00:00:00
COL,ghs-fua_3394,731541.3561999995,1,2025-07-31 00:00:00
UZB,gadm_UZB.7.1_1,731298.0546,1,2025-07-31 00:00:00
ITA,gadm_ITA.7.3_1,731236.3259999999,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.22_1,731196.7687999998,1,2025-07-31 00:00:00
IND,ghs-fua_10101,731161.4492,1,2025-07-31 00:00:00
DZA,gadm_DZA.14.11_1,731108.4752,1,2025-07-31 00:00:00
POL,gadm_POL.11.17_1,731035.0462000002,1,2025-07-31 00:00:00
ITA,gadm_ITA.9.3_1,730459.1974000001,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.36_1,730426.4556000001,1,2025-07-31 00:00:00
GBR,ghs-fua_5783,730368.2273999995,1,2025-07-31 00:00:00
CHN,ghs-fua_8596,730098.2272,1,2025-07-31 00:00:00
USA,gadm_USA.33.5_1,730033.7822,1,2025-07-31 00:00:00
USA,gadm_USA.23.60_1,729700.7374000002,1,2025-07-31 00:00:00
CHN,ghs-fua_9923,729604.9688,1,2025-07-31 00:00:00
ITA,ghs-fua_2891,729578.8077999997,1,2025-07-31 00:00:00
USA,gadm_USA.34.23_1,729551.6481999999,1,2025-07-31 00:00:00
CHN,ghs-fua_7596,729395.0776000001,1,2025-07-31 00:00:00
CHN,ghs-fua_7269,729363.4922000003,1,2025-07-31 00:00:00
PRK,ghs-fua_4828,729231.0129999998,1,2025-07-31 00:00:00
CZE,gadm_CZE.6.3_1,729143.7287999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.6.45_1,728788.6712000001,1,2025-07-31 00:00:00
IND,gadm_IND.35.9_1,728726.8048000003,1,2025-07-31 00:00:00
UKR,gadm_UKR.26.24_1,728559.7174,1,2025-07-31 00:00:00
RUS,gadm_RUS.34.48_1,728452.7690000004,1,2025-07-31 00:00:00
CHN,ghs-fua_3619,728408.5616000004,1,2025-07-31 00:00:00
ARG,gadm_ARG.13.3_1,728347.5144000001,1,2025-07-31 00:00:00
ITA,gadm_ITA.10.6_1,728271.6148,1,2025-07-31 00:00:00
CHN,ghs-fua_8135,728202.2179999998,1,2025-07-31 00:00:00
SAU,ghs-fua_3647,727916.2958,1,2025-07-31 00:00:00
IND,gadm_IND.28.11_1,727749.9536000001,1,2025-07-31 00:00:00
ITA,gadm_ITA.16.9_1,727700.6266000002,1,2025-07-31 00:00:00
IDN,gadm_IDN.10.9_1,727689.9651999995,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.38_1,727681.5115999999,1,2025-07-31 00:00:00
JPN,gadm_JPN.26.76_1,727679.5712000002,1,2025-07-31 00:00:00
MEX,ghs-fua_5586,727556.6432,1,2025-07-31 00:00:00
POL,gadm_POL.4.14_1,727307.6342000001,1,2025-07-31 00:00:00
UZB,gadm_UZB.8.4_1,726853.282,1,2025-07-31 00:00:00
RUS,gadm_RUS.15.34_1,726829.554,1,2025-07-31 00:00:00
FRA,ghs-fua_1294,726559.5305999998,1,2025-07-31 00:00:00
DEU,gadm_DEU.16.6_1,726422.662,1,2025-07-31 00:00:00
NGA,gadm_NGA.23.12_1,726230.1555999997,1,2025-07-31 00:00:00
ESP,gadm_ESP.5.2_1,726144.3688000003,1,2025-07-31 00:00:00
EGY,ghs-fua_4121,725989.0863999997,1,2025-07-31 00:00:00
TUR,gadm_TUR.33.4_1,725953.3129999998,1,2025-07-31 00:00:00
MAR,gadm_MAR.10.5_1,725942.4796,1,2025-07-31 00:00:00
JPN,gadm_JPN.25.16_1,725700.5916000002,1,2025-07-31 00:00:00
USA,gadm_USA.50.18_1,725689.3374000002,1,2025-07-31 00:00:00
CHE,gadm_CHE.12.3_1,725634.398,1,2025-07-31 00:00:00
POL,gadm_POL.7.23_1,725542.3626,1,2025-07-31 00:00:00
EGY,gadm_EGY.3.1_1,725518.5399999997,1,2025-07-31 00:00:00
IDN,ghs-fua_6731,724911.448,1,2025-07-31 00:00:00
UZB,gadm_UZB.11.3_1,724866.98,1,2025-07-31 00:00:00
DZA,ghs-fua_4322,724651.0602000001,1,2025-07-31 00:00:00
USA,gadm_USA.41.29_1,724407.9463999999,1,2025-07-31 00:00:00
JPN,gadm_JPN.41.45_1,724131.4199999999,1,2025-07-31 00:00:00
POL,gadm_POL.3.17_1,724115.4778000002,1,2025-07-31 00:00:00
USA,gadm_USA.16.31_1,723919.2158,1,2025-07-31 00:00:00
UZB,gadm_UZB.2.6_1,723634.2271999996,1,2025-07-31 00:00:00
USA,gadm_USA.39.17_1,723436.2054000002,1,2025-07-31 00:00:00
IRQ,gadm_IRQ.13.3_1,723310.6277999999,1,2025-07-31 00:00:00
USA,gadm_USA.19.8_1,723294.8764000003,1,2025-07-31 00:00:00
TZA,gadm_TZA.4.3_1,723208.3094000001,1,2025-07-31 00:00:00
BGD,gadm_BGD.3.4_1,723189.2882000001,1,2025-07-31 00:00:00
RUS,gadm_RUS.76.3_1,723180.2393999998,1,2025-07-31 00:00:00
CHN,ghs-fua_1920,723027.5824,1,2025-07-31 00:00:00
TUR,gadm_TUR.13.3_1,723009.2982000001,1,2025-07-31 00:00:00
IRN,ghs-fua_5860,722922.6250000002,1,2025-07-31 00:00:00
CHN,ghs-fua_8161,722860.7681999997,1,2025-07-31 00:00:00
JPN,gadm_JPN.24.2_1,722804.0299999999,1,2025-07-31 00:00:00
RUS,ghs-fua_5888,722619.0478000003,1,2025-07-31 00:00:00
RUS,gadm_RUS.55.44_1,722589.7555999999,1,2025-07-31 00:00:00
USA,gadm_USA.48.8_1,722483.7779999998,1,2025-07-31 00:00:00
OMN,gadm_OMN.7.5_1,722013.0996,1,2025-07-31 00:00:00
ZWE,gadm_ZWE.6.4_2,721888.3142000001,1,2025-07-31 00:00:00
NGA,ghs-fua_4958,721594.5375999996,1,2025-07-31 00:00:00
CHN,ghs-fua_8550,721371.2738000002,1,2025-07-31 00:00:00
CHN,ghs-fua_1056,720905.0497999999,1,2025-07-31 00:00:00
MEX,gadm_MEX.28.22_2,720695.5705999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.44.46_1,720642.0722,1,2025-07-31 00:00:00
RUS,gadm_RUS.16.5_1,720380.8708000001,1,2025-07-31 00:00:00
DZA,gadm_DZA.26.23_1,720269.6725999999,1,2025-07-31 00:00:00
DZA,gadm_DZA.10.5_1,720249.3212,1,2025-07-31 00:00:00
RUS,gadm_RUS.53.25_1,720145.707,1,2025-07-31 00:00:00
JPN,gadm_JPN.35.1_1,720052.6347999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.62.14_1,719988.8849999999,1,2025-07-31 00:00:00
AZE,gadm_AZE.1.1_1,719659.1978000001,1,2025-07-31 00:00:00
RUS,gadm_RUS.74.18_1,719475.443,1,2025-07-31 00:00:00
POL,gadm_POL.12.30_1,719059.5464,1,2025-07-31 00:00:00
GBR,gadm_GBR.3.6_1,719003.9380000001,1,2025-07-31 00:00:00
UZB,gadm_UZB.2.9_1,718963.6745999999,1,2025-07-31 00:00:00
CHN,ghs-fua_9787,718942.2656000002,1,2025-07-31 00:00:00
BRA,gadm_BRA.25.215_2,718811.6358000002,1,2025-07-31 00:00:00
IND,ghs-fua_7631,718658.8713999997,1,2025-07-31 00:00:00
IND,gadm_IND.4.7_1,718637.648,1,2025-07-31 00:00:00
USA,gadm_USA.10.27_1,718543.8657999998,1,2025-07-31 00:00:00
DEU,gadm_DEU.12.1_1,718505.8685999998,1,2025-07-31 00:00:00
IDN,gadm_IDN.9.19_1,718231.3248000001,1,2025-07-31 00:00:00
DEU,gadm_DEU.16.16_1,718052.9369999998,1,2025-07-31 00:00:00
IDN,gadm_IDN.11.28_1,718036.0876,1,2025-07-31 00:00:00
RUS,ghs-fua_5803,717957.4652,1,2025-07-31 00:00:00
USA,gadm_USA.44.221_1,717895.9416000003,1,2025-07-31 00:00:00
SDN,gadm_SDN.7.4_1,717636.3241999999,1,2025-07-31 00:00:00
KOR,gadm_KOR.14.14_2,717534.4460000003,1,2025-07-31 00:00:00
UGA,gadm_UGA.57.1_1,717444.4133999997,1,2025-07-31 00:00:00
AUS,gadm_AUS.10.79_1,717409.3633999999,1,2025-07-31 00:00:00
BGD,gadm_BGD.2.11_1,717382.2346000001,1,2025-07-31 00:00:00
USA,gadm_USA.14.46_1,717377.3216000003,1,2025-07-31 00:00:00
JPN,ghs-fua_2833,717123.3015999999,1,2025-07-31 00:00:00
DEU,gadm_DEU.16.21_1,716543.1953999999,1,2025-07-31 00:00:00
BGD,gadm_BGD.6.4_1,716497.6441999995,1,2025-07-31 00:00:00
RUS,ghs-fua_6395,716328.8468000004,1,2025-07-31 00:00:00
CHN,ghs-fua_10147,716322.7269999998,1,2025-07-31 00:00:00
DZA,ghs-fua_3247,716088.3550000001,1,2025-07-31 00:00:00
GBR,gadm_GBR.1.86_1,716002.1574,1,2025-07-31 00:00:00
CHN,ghs-fua_7746,716001.5962,1,2025-07-31 00:00:00
JPN,ghs-fua_4847,715858.5167999998,1,2025-07-31 00:00:00
CHN,ghs-fua_9106,715841.2998,1,2025-07-31 00:00:00
POL,gadm_POL.14.16_1,715836.9724000006,1,2025-07-31 00:00:00
USA,gadm_USA.14.19_1,715818.2982000001,1,2025-07-31 00:00:00
NGA,ghs-fua_5814,715709.9646000001,1,2025-07-31 00:00:00
UKR,ghs-fua_4698,715656.7868000001,1,2025-07-31 00:00:00
AGO,gadm_AGO.8.2_1,715443.8637999999,1,2025-07-31 00:00:00
DEU,gadm_DEU.9.45_1,715253.4777999999,1,2025-07-31 00:00:00
JPN,ghs-fua_3636,715157.3650000001,1,2025-07-31 00:00:00
GBR,gadm_GBR.2.5_1,715020.2680000004,1,2025-07-31 00:00:00
EGY,gadm_EGY.1.15_1,714940.9491999997,1,2025-07-31 00:00:00
IRN,gadm_IRN.24.4_1,714891.7488,1,2025-07-31 00:00:00
AUS,gadm_AUS.7.33_1,714577.1235999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.11.36_1,714561.6161999999,1,2025-07-31 00:00:00
USA,gadm_USA.51.13_1,714410.7963999998,1,2025-07-31 00:00:00
USA,gadm_USA.36.80_1,714208.4359999999,1,2025-07-31 00:00:00
USA,gadm_USA.25.45_1,714065.1897999998,1,2025-07-31 00:00:00
NGA,gadm_NGA.25.13_1,713980.1779999998,1,2025-07-31 00:00:00
POL,gadm_POL.8.7_1,713937.3428,1,2025-07-31 00:00:00
MEX,ghs-fua_4201,713896.039,1,2025-07-31 00:00:00
USA,gadm_USA.1.42_1,713884.7702000001,1,2025-07-31 00:00:00
USA,gadm_USA.36.74_1,713742.3426,1,2025-07-31 00:00:00
DEU,ghs-fua_4187,713686.5660000001,1,2025-07-31 00:00:00
USA,gadm_USA.24.18_1,713680.5970000001,1,2025-07-31 00:00:00
BFA,gadm_BFA.9.1_1,713518.8607999996,1,2025-07-31 00:00:00
IRN,gadm_IRN.24.3_1,713491.8496,1,2025-07-31 00:00:00
IRN,ghs-fua_6255,713319.4282000003,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.86_1,713256.94,1,2025-07-31 00:00:00
KAZ,gadm_KAZ.11.8_1,713245.9963999997,1,2025-07-31 00:00:00
TUR,gadm_TUR.40.22_1,713036.8060000001,1,2025-07-31 00:00:00
IRN,ghs-fua_3764,712823.7853999999,1,2025-07-31 00:00:00
MEX,gadm_MEX.16.57_2,712660.6008000001,1,2025-07-31 00:00:00
DZA,gadm_DZA.5.2_1,712606.6854000002,1,2025-07-31 00:00:00
TUR,ghs-fua_4343,712508.4847999999,1,2025-07-31 00:00:00
AFG,gadm_AFG.12.11_1,712457.9772000001,1,2025-07-31 00:00:00
GBR,gadm_GBR.1.3_1,712374.5002000001,1,2025-07-31 00:00:00
USA,gadm_USA.11.56_1,712246.6786,1,2025-07-31 00:00:00
RUS,gadm_RUS.33.10_1,711936.368,1,2025-07-31 00:00:00
GBR,gadm_GBR.3.14_1,711496.2354,1,2025-07-31 00:00:00
DZA,ghs-fua_5084,711387.7135999999,1,2025-07-31 00:00:00
USA,ghs-fua_5495,711282.1500000001,1,2025-07-31 00:00:00
DEU,gadm_DEU.12.2_1,711192.4385999998,1,2025-07-31 00:00:00
CHN,ghs-fua_7977,710910.1437999998,1,2025-07-31 00:00:00
EGY,gadm_EGY.10.12_1,710767.7894,1,2025-07-31 00:00:00
TTO,ghs-fua_174,710698.9870000001,1,2025-07-31 00:00:00
GBR,gadm_GBR.4.11_1,710673.9655999999,1,2025-07-31 00:00:00
JPN,gadm_JPN.42.14_1,710250.4216000001,1,2025-07-31 00:00:00
CAN,gadm_CAN.1.17_1,709957.9266000002,1,2025-07-31 00:00:00
ETH,gadm_ETH.10.8_1,709772.6615999998,1,2025-07-31 00:00:00
GBR,ghs-fua_4892,709733.9381999999,1,2025-07-31 00:00:00
UZB,ghs-fua_1147,709724.3673999998,1,2025-07-31 00:00:00
CHN,ghs-fua_7896,709718.7923999998,1,2025-07-31 00:00:00
IDN,ghs-fua_6674,709657.1234000003,1,2025-07-31 00:00:00
TKM,ghs-fua_172,709436.5902000003,1,2025-07-31 00:00:00
DEU,gadm_DEU.1.13_1,709277.2220000003,1,2025-07-31 00:00:00
IND,gadm_IND.26.25_1,709064.2306,1,2025-07-31 00:00:00
RUS,gadm_RUS.47.32_1,709001.8121999998,1,2025-07-31 00:00:00
CHN,ghs-fua_8546,708793.2051999999,1,2025-07-31 00:00:00
RUS,ghs-fua_6376,708588.6061999997,1,2025-07-31 00:00:00
PHL,gadm_PHL.47.1_1,708502.1228000002,1,2025-07-31 00:00:00
TUR,gadm_TUR.44.5_1,708044.1982000002,1,2025-07-31 00:00:00
EGY,gadm_EGY.3.7_1,707794.8425999999,1,2025-07-31 00:00:00
USA,gadm_USA.17.23_1,707780.8073999999,1,2025-07-31 00:00:00
HTI,gadm_HTI.8.5_1,707750.4116000007,1,2025-07-31 00:00:00
DZA,gadm_DZA.40.21_1,707571.5017999999,1,2025-07-31 00:00:00
MEX,gadm_MEX.7.35_2,707224.0891999997,1,2025-07-31 00:00:00
HUN,gadm_HUN.1.5_1,707199.5932000001,1,2025-07-31 00:00:00
NLD,gadm_NLD.4.4_1,706798.0166,1,2025-07-31 00:00:00
UZB,ghs-fua_2677,706715.0216000003,1,2025-07-31 00:00:00
NGA,gadm_NGA.1.16_1,706677.7285999998,1,2025-07-31 00:00:00
USA,ghs-fua_6469,706616.7966,1,2025-07-31 00:00:00
DEU,gadm_DEU.11.6_1,706571.3216,1,2025-07-31 00:00:00
USA,gadm_USA.49.6_1,706345.825,1,2025-07-31 00:00:00
USA,gadm_USA.23.82_1,706083.3742000001,1,2025-07-31 00:00:00
JPN,gadm_JPN.19.13_1,706046.2076,1,2025-07-31 00:00:00
NZL,ghs-fua_737,706044.6928,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.84_1,706042.735,1,2025-07-31 00:00:00
IRQ,gadm_IRQ.18.2_1,705929.2463999997,1,2025-07-31 00:00:00
DEU,ghs-fua_4838,705308.7213999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.4.8_1,705060.4738,1,2025-07-31 00:00:00
KAZ,gadm_KAZ.5.2_1,704799.3188,1,2025-07-31 00:00:00
IND,gadm_Z01.14.22_1,704771.7684000002,1,2025-07-31 00:00:00
MRT,ghs-fua_289,704756.9805999997,1,2025-07-31 00:00:00
DEU,gadm_DEU.13.14_1,704712.4785999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.6.48_1,704686.1271999996,1,2025-07-31 00:00:00
CHL,gadm_CHL.9.1_1,704581.1398,1,2025-07-31 00:00:00
RUS,gadm_RUS.75.25_1,704467.5939999999,1,2025-07-31 00:00:00
FRA,gadm_FRA.1.4_1,704455.0065999997,1,2025-07-31 00:00:00
BGD,gadm_BGD.8.16_1,704430.7654,1,2025-07-31 00:00:00
USA,gadm_USA.15.85_1,704274.5306,1,2025-07-31 00:00:00
IDN,gadm_IDN.20.6_1,704152.1095999999,1,2025-07-31 00:00:00
OMN,gadm_OMN.2.3_1,704133.5530000001,1,2025-07-31 00:00:00
USA,gadm_USA.33.8_1,703869.6644000001,1,2025-07-31 00:00:00
USA,gadm_USA.47.2_1,703749.3651999999,1,2025-07-31 00:00:00
DEU,gadm_DEU.4.18_1,703560.0724,1,2025-07-31 00:00:00
NGA,gadm_NGA.8.16_1,703322.315,1,2025-07-31 00:00:00
POL,gadm_POL.7.3_1,703163.1706000002,1,2025-07-31 00:00:00
JPN,gadm_JPN.41.50_1,703049.3238000001,1,2025-07-31 00:00:00
IRQ,ghs-fua_4332,702662.0784000002,1,2025-07-31 00:00:00
CHN,ghs-fua_9669,702516.6316000002,1,2025-07-31 00:00:00
DEU,gadm_DEU.1.16_1,702421.6331999998,1,2025-07-31 00:00:00
DEU,gadm_DEU.11.25_1,702361.3673999998,1,2025-07-31 00:00:00
POL,gadm_POL.9.4_1,702299.6344000002,1,2025-07-31 00:00:00
USA,gadm_USA.39.37_1,702268.288,1,2025-07-31 00:00:00
DEU,gadm_DEU.2.59_1,702248.6402000001,1,2025-07-31 00:00:00
JPN,gadm_JPN.4.31_1,702098.3346000003,1,2025-07-31 00:00:00
KGZ,gadm_KGZ.4.5_1,701948.6268,1,2025-07-31 00:00:00
TUR,gadm_TUR.74.5_1,701923.1090000002,1,2025-07-31 00:00:00
COD,gadm_COD.9.4_1,701883.5156,1,2025-07-31 00:00:00
IRN,ghs-fua_5836,701772.2614000001,1,2025-07-31 00:00:00
ESP,gadm_ESP.4.4_1,701751.4462000004,1,2025-07-31 00:00:00
TUR,ghs-fua_901,701519.0898000001,1,2025-07-31 00:00:00
UKR,ghs-fua_3856,701507.8916000003,1,2025-07-31 00:00:00
IDN,ghs-fua_6794,700961.4554000002,1,2025-07-31 00:00:00
CHN,ghs-fua_9411,700755.7602000001,1,2025-07-31 00:00:00
RUS,gadm_RUS.27.36_1,700679.1071999997,1,2025-07-31 00:00:00
ISR,gadm_ISR.5_1,700521.888,1,2025-07-31 00:00:00
CHN,ghs-fua_9030,700521.8592000002,1,2025-07-31 00:00:00
ITA,ghs-fua_4164,700285.7392,1,2025-07-31 00:00:00
RUS,gadm_RUS.7.9_1,700096.1740000002,1,2025-07-31 00:00:00
ISR,gadm_ISR.7_1,700059.5524,1,2025-07-31 00:00:00
DEU,ghs-fua_3979,700022.0018,1,2025-07-31 00:00:00
EGY,gadm_EGY.16.5_1,700021.9992000001,1,2025-07-31 00:00:00
USA,gadm_USA.18.30_1,700019.7074000004,1,2025-07-31 00:00:00
MDG,gadm_MDG.3.5_1,699765.0733999999,1,2025-07-31 00:00:00
CZE,gadm_CZE.14.4_1,699607.0681999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.6.10_1,699531.9850000001,1,2025-07-31 00:00:00
AUS,gadm_AUS.5.126_1,699444.2326,1,2025-07-31 00:00:00
DZA,gadm_DZA.7.2_1,699325.7765999999,1,2025-07-31 00:00:00
IRN,gadm_IRN.24.1_1,698917.4722000001,1,2025-07-31 00:00:00
USA,gadm_USA.43.6_1,698811.6893999998,1,2025-07-31 00:00:00
ZAF,gadm_ZAF.9.5_1,698726.404,1,2025-07-31 00:00:00
RUS,gadm_RUS.34.17_1,698465.2436,1,2025-07-31 00:00:00
TUR,gadm_TUR.17.5_1,698258.4899999998,1,2025-07-31 00:00:00
CHN,ghs-fua_9665,698257.767,1,2025-07-31 00:00:00
USA,gadm_USA.39.56_1,698084.9079999999,1,2025-07-31 00:00:00
SAU,gadm_SAU.11.8_1,698052.9256000001,1,2025-07-31 00:00:00
CZE,gadm_CZE.7.5_1,697891.987,1,2025-07-31 00:00:00
OMN,ghs-fua_1429,697835.7590000004,1,2025-07-31 00:00:00
KAZ,gadm_KAZ.5.17_1,697828.6036000001,1,2025-07-31 00:00:00
POL,gadm_POL.1.21_1,697801.0968000002,1,2025-07-31 00:00:00
IDN,gadm_IDN.33.5_1,697709.6440000003,1,2025-07-31 00:00:00
EGY,gadm_EGY.6.2_1,697542.9105999997,1,2025-07-31 00:00:00
UZB,gadm_UZB.9.5_1,697470.107,1,2025-07-31 00:00:00
IRN,gadm_IRN.20.7_1,697414.2579999998,1,2025-07-31 00:00:00
