iso3_country,geometry_ref,total_emissions,n_sources,latest_end_time
SRB,ghs-fua_159,14228.0196,1,2025-07-31 00:00:00
UKR,gadm_UKR.10.11_1,14227.078200000002,1,2025-07-31 00:00:00
USA,gadm_USA.13.40_1,14221.525800000003,1,2025-07-31 00:00:00
CHN,ghs-fua_10014,14220.992199999993,1,2025-07-31 00:00:00
NOR,gadm_NOR.18.10_1,14219.751799999995,1,2025-07-31 00:00:00
ARG,gadm_ARG.18.9_1,14218.818200000003,1,2025-07-31 00:00:00
RUS,gadm_RUS.25.9_1,14212.569999999998,1,2025-07-31 00:00:00
NLD,gadm_NLD.4.54_1,14209.854800000001,1,2025-07-31 00:00:00
UKR,gadm_UKR.15.30_1,14209.8484,1,2025-07-31 00:00:00
TUR,gadm_TUR.31.14_1,14206.5998,1,2025-07-31 00:00:00
USA,gadm_USA.37.50_1,14198.863600000004,1,2025-07-31 00:00:00
JPN,gadm_JPN.13.38_1,14196.116000000004,1,2025-07-31 00:00:00
USA,gadm_USA.16.37_1,14192.960799999999,1,2025-07-31 00:00:00
USA,gadm_USA.28.20_1,14190.586200000007,1,2025-07-31 00:00:00
SWE,gadm_SWE.21.37_1,14188.272599999995,1,2025-07-31 00:00:00
RUS,gadm_RUS.47.8_1,14188.117000000006,1,2025-07-31 00:00:00
NGA,gadm_NGA.20.31_1,14184.582000000008,1,2025-07-31 00:00:00
USA,gadm_USA.32.17_1,14184.024200000002,1,2025-07-31 00:00:00
DZA,gadm_DZA.10.10_1,14183.827399999998,1,2025-07-31 00:00:00
RUS,gadm_RUS.11.41_1,14181.404800000002,1,2025-07-31 00:00:00
TUR,gadm_TUR.11.4_1,14181.173799999995,1,2025-07-31 00:00:00
TUR,gadm_TUR.11.6_1,14175.280600000004,1,2025-07-31 00:00:00
EGY,ghs-fua_5143,14174.051800000005,1,2025-07-31 00:00:00
HUN,gadm_HUN.2.9_1,14172.299799999997,1,2025-07-31 00:00:00
PAK,ghs-fua_4801,14172.079600000005,1,2025-07-31 00:00:00
RUS,gadm_RUS.53.31_1,14171.661200000006,1,2025-07-31 00:00:00
UKR,gadm_UKR.24.13_1,14171.144999999999,1,2025-07-31 00:00:00
PRT,gadm_PRT.2.10_1,14170.859600000002,1,2025-07-31 00:00:00
JPN,gadm_JPN.1.6_1,14164.5292,1,2025-07-31 00:00:00
IDN,gadm_IDN.8.3_1,14164.310599999997,1,2025-07-31 00:00:00
JPN,gadm_JPN.23.22_1,14162.528199999999,1,2025-07-31 00:00:00
USA,gadm_USA.41.19_1,14157.361800000006,1,2025-07-31 00:00:00
USA,gadm_USA.47.4_1,14146.537600000001,1,2025-07-31 00:00:00
IND,ghs-fua_9252,14134.798400000001,1,2025-07-31 00:00:00
USA,gadm_USA.24.64_1,14130.981000000005,1,2025-07-31 00:00:00
USA,gadm_USA.18.52_1,14127.259000000004,1,2025-07-31 00:00:00
CHN,ghs-fua_8400,14122.6686,1,2025-07-31 00:00:00
THA,gadm_THA.55.1_1,14118.727,1,2025-07-31 00:00:00
LVA,gadm_LVA.1.1_1,14117.717200000001,1,2025-07-31 00:00:00
NOR,gadm_NOR.17.1_1,14117.677399999997,1,2025-07-31 00:00:00
RUS,gadm_RUS.32.14_1,14116.995199999996,1,2025-07-31 00:00:00
CHN,ghs-fua_10018,14116.033600000002,1,2025-07-31 00:00:00
HUN,gadm_HUN.11.4_1,14114.437000000002,1,2025-07-31 00:00:00
USA,gadm_USA.17.97_1,14113.188600000005,1,2025-07-31 00:00:00
KAZ,gadm_KAZ.5.16_1,14113.030999999997,1,2025-07-31 00:00:00
ROU,gadm_ROU.15.10_1,14107.5486,1,2025-07-31 00:00:00
IND,gadm_IND.4.18_1,14106.655599999995,1,2025-07-31 00:00:00
USA,gadm_USA.41.31_1,14106.646199999997,1,2025-07-31 00:00:00
PRT,gadm_PRT.11.16_1,14104.822399999997,1,2025-07-31 00:00:00
NOR,gadm_NOR.11.8_1,14102.733400000001,1,2025-07-31 00:00:00
IRN,gadm_IRN.16.2_1,14101.194600000003,1,2025-07-31 00:00:00
UKR,gadm_UKR.26.14_1,14096.986800000002,1,2025-07-31 00:00:00
THA,gadm_THA.12.7_1,14093.245200000001,1,2025-07-31 00:00:00
NOR,gadm_NOR.9.22_1,14087.797999999999,1,2025-07-31 00:00:00
USA,gadm_USA.14.12_1,14083.940200000003,1,2025-07-31 00:00:00
JPN,gadm_JPN.35.11_1,14077.891800000001,1,2025-07-31 00:00:00
JPN,gadm_JPN.34.8_1,14076.417000000001,1,2025-07-31 00:00:00
USA,gadm_USA.26.7_1,14075.942599999995,1,2025-07-31 00:00:00
SAU,ghs-fua_2601,14073.180399999997,1,2025-07-31 00:00:00
DZA,gadm_DZA.35.26_1,14072.803399999999,1,2025-07-31 00:00:00
IRN,gadm_IRN.7.15_1,14057.163,1,2025-07-31 00:00:00
POL,gadm_POL.4.7_1,14055.906999999997,1,2025-07-31 00:00:00
IRN,ghs-fua_5585,14055.465599999996,1,2025-07-31 00:00:00
NOR,gadm_NOR.13.7_1,14053.626999999999,1,2025-07-31 00:00:00
GEO,ghs-fua_956,14049.325400000003,1,2025-07-31 00:00:00
CHN,ghs-fua_10365,14049.295400000003,1,2025-07-31 00:00:00
MMR,gadm_MMR.13.3_1,14048.931600000002,1,2025-07-31 00:00:00
PRT,gadm_PRT.1.12_1,14047.663800000002,1,2025-07-31 00:00:00
POL,gadm_POL.14.8_1,14046.050799999992,1,2025-07-31 00:00:00
CHN,ghs-fua_6877,14037.707800000002,1,2025-07-31 00:00:00
IND,gadm_IND.31.17_1,14036.689400000012,1,2025-07-31 00:00:00
SAU,gadm_SAU.9.7_1,14032.075800000008,1,2025-07-31 00:00:00
BRA,gadm_BRA.25.516_2,14032.050599999997,1,2025-07-31 00:00:00
EGY,gadm_EGY.6.9_1,14029.768999999997,1,2025-07-31 00:00:00
USA,gadm_USA.13.24_1,14026.395,1,2025-07-31 00:00:00
JPN,gadm_JPN.24.27_1,14022.367599999998,1,2025-07-31 00:00:00
AGO,ghs-fua_2746,14021.566599999998,1,2025-07-31 00:00:00
PHL,gadm_PHL.51.23_1,14019.798999999995,1,2025-07-31 00:00:00
IRN,gadm_IRN.29.5_1,14017.989200000002,1,2025-07-31 00:00:00
USA,gadm_USA.19.64_1,14017.5936,1,2025-07-31 00:00:00
IND,ghs-fua_10031,14016.945399999999,1,2025-07-31 00:00:00
TTO,gadm_TTO.13_1,14016.726000000002,1,2025-07-31 00:00:00
IDN,gadm_IDN.23.17_1,14012.760800000002,1,2025-07-31 00:00:00
TUR,gadm_TUR.64.1_1,14011.370199999994,1,2025-07-31 00:00:00
PHL,gadm_PHL.17.20_1,14010.3986,1,2025-07-31 00:00:00
BRA,gadm_BRA.17.123_2,14007.688199999997,1,2025-07-31 00:00:00
ARM,gadm_ARM.7_1,14005.0502,1,2025-07-31 00:00:00
USA,gadm_USA.42.62_1,14002.349799999998,1,2025-07-31 00:00:00
CHN,ghs-fua_7636,14000.767600000003,1,2025-07-31 00:00:00
SRB,gadm_SRB.9.1_1,13999.527199999999,1,2025-07-31 00:00:00
HUN,gadm_HUN.20.2_1,13997.1288,1,2025-07-31 00:00:00
USA,gadm_USA.44.145_1,13994.355400000002,1,2025-07-31 00:00:00
RUS,gadm_RUS.42.17_1,13994.220000000003,1,2025-07-31 00:00:00
RUS,ghs-fua_3927,13988.1416,1,2025-07-31 00:00:00
CHN,ghs-fua_9146,13980.350399999992,1,2025-07-31 00:00:00
USA,gadm_USA.24.11_1,13980.091200000006,1,2025-07-31 00:00:00
CHN,ghs-fua_7258,13976.562799999998,1,2025-07-31 00:00:00
HUN,gadm_HUN.2.1_1,13972.628800000002,1,2025-07-31 00:00:00
CUB,ghs-fua_1285,13970.858399999997,1,2025-07-31 00:00:00
MEX,gadm_MEX.7.2_2,13961.030600000006,1,2025-07-31 00:00:00
JPN,gadm_JPN.3.36_1,13960.314999999997,1,2025-07-31 00:00:00
COL,ghs-fua_1759,13960.195600000003,1,2025-07-31 00:00:00
POL,gadm_POL.9.2_1,13960.013,1,2025-07-31 00:00:00
RUS,gadm_RUS.62.3_1,13956.934599999999,1,2025-07-31 00:00:00
USA,gadm_USA.34.93_1,13955.159600000003,1,2025-07-31 00:00:00
CHN,ghs-fua_9228,13955.094000000006,1,2025-07-31 00:00:00
IRL,gadm_IRL.5.2_1,13952.684000000001,1,2025-07-31 00:00:00
AUS,gadm_AUS.5.114_1,13948.827800000005,1,2025-07-31 00:00:00
KOR,gadm_KOR.14.1_2,13947.486799999995,1,2025-07-31 00:00:00
UGA,ghs-fua_2343,13944.630399999996,1,2025-07-31 00:00:00
PRI,ghs-fua_462,13943.145599999993,1,2025-07-31 00:00:00
UKR,gadm_UKR.21.21_1,13942.666000000005,1,2025-07-31 00:00:00
USA,gadm_USA.18.23_1,13941.613000000001,1,2025-07-31 00:00:00
VNM,gadm_VNM.22.5_1,13939.222799999992,1,2025-07-31 00:00:00
KEN,gadm_KEN.31.7_1,13932.278000000004,1,2025-07-31 00:00:00
RUS,gadm_RUS.62.6_1,13925.612399999998,1,2025-07-31 00:00:00
THA,gadm_THA.24.6_1,13924.027599999994,1,2025-07-31 00:00:00
VNM,gadm_VNM.57.1_1,13923.946000000007,1,2025-07-31 00:00:00
RUS,gadm_RUS.44.50_1,13918.3138,1,2025-07-31 00:00:00
NOR,gadm_NOR.6.17_1,13917.394399999997,1,2025-07-31 00:00:00
BRA,gadm_BRA.25.14_2,13914.987200000001,1,2025-07-31 00:00:00
USA,gadm_USA.34.3_1,13907.906799999997,1,2025-07-31 00:00:00
VEN,gadm_VEN.23.1_1,13907.187599999997,1,2025-07-31 00:00:00
USA,gadm_USA.4.27_1,13904.340400000003,1,2025-07-31 00:00:00
POL,gadm_POL.14.19_1,13904.08,1,2025-07-31 00:00:00
USA,gadm_USA.44.81_1,13902.9658,1,2025-07-31 00:00:00
CMR,gadm_CMR.4.1_1,13900.11919999999,1,2025-07-31 00:00:00
USA,gadm_USA.10.65_1,13897.427599999999,1,2025-07-31 00:00:00
AUT,gadm_AUT.3.11_2,13896.487400000002,1,2025-07-31 00:00:00
CHN,ghs-fua_7082,13895.584000000003,1,2025-07-31 00:00:00
BGR,gadm_BGR.26.11_1,13893.6658,1,2025-07-31 00:00:00
USA,gadm_USA.4.61_1,13890.475,1,2025-07-31 00:00:00
RUS,gadm_RUS.39.15_1,13887.917800000003,1,2025-07-31 00:00:00
VNM,gadm_VNM.12.7_1,13887.531200000009,1,2025-07-31 00:00:00
BGD,gadm_BGD.3.6_1,13886.510000000004,1,2025-07-31 00:00:00
PRT,gadm_PRT.11.1_1,13880.031800000008,1,2025-07-31 00:00:00
USA,gadm_USA.18.115_1,13873.877199999999,1,2025-07-31 00:00:00
RUS,gadm_RUS.58.9_1,13870.240399999999,1,2025-07-31 00:00:00
VEN,ghs-fua_4005,13856.588200000006,1,2025-07-31 00:00:00
NGA,ghs-fua_5345,13850.790999999996,1,2025-07-31 00:00:00
PHL,gadm_PHL.49.26_1,13849.618599999993,1,2025-07-31 00:00:00
TUR,gadm_TUR.79.3_1,13849.4674,1,2025-07-31 00:00:00
RUS,gadm_RUS.63.2_1,13848.182599999996,1,2025-07-31 00:00:00
LSO,ghs-fua_101,13846.784,1,2025-07-31 00:00:00
BRA,gadm_BRA.19.73_2,13841.848399999995,1,2025-07-31 00:00:00
BRA,gadm_BRA.26.28_2,13840.175,1,2025-07-31 00:00:00
DZA,gadm_DZA.34.2_1,13836.999200000004,1,2025-07-31 00:00:00
RUS,gadm_RUS.4.3_1,13836.356000000002,1,2025-07-31 00:00:00
TUR,gadm_TUR.12.5_1,13832.470999999998,1,2025-07-31 00:00:00
RUS,gadm_RUS.26.1_1,13829.387599999996,1,2025-07-31 00:00:00
EGY,gadm_EGY.19.4_1,13825.403800000004,1,2025-07-31 00:00:00
USA,gadm_USA.18.92_1,13823.426000000001,1,2025-07-31 00:00:00
JPN,gadm_JPN.43.15_1,13819.963600000001,1,2025-07-31 00:00:00
KAZ,gadm_KAZ.2.3_1,13819.517799999994,1,2025-07-31 00:00:00
RUS,gadm_RUS.13.11_1,13815.6786,1,2025-07-31 00:00:00
AGO,gadm_AGO.1.3_1,13808.3226,1,2025-07-31 00:00:00
JPN,gadm_JPN.37.6_1,13801.583999999999,1,2025-07-31 00:00:00
USA,gadm_USA.17.34_1,13800.798600000004,1,2025-07-31 00:00:00
ARG,gadm_ARG.1.104_1,13798.714,1,2025-07-31 00:00:00
USA,gadm_USA.43.21_1,13795.740800000007,1,2025-07-31 00:00:00
NIC,ghs-fua_1106,13792.294400000006,1,2025-07-31 00:00:00
CHN,ghs-fua_7736,13790.424000000005,1,2025-07-31 00:00:00
USA,gadm_USA.24.60_1,13784.697999999997,1,2025-07-31 00:00:00
VNM,gadm_VNM.27.7_1,13776.997800000003,1,2025-07-31 00:00:00
PER,ghs-fua_602,13776.172799999998,1,2025-07-31 00:00:00
DNK,gadm_DNK.1.9_1,13766.914400000001,1,2025-07-31 00:00:00
TUN,gadm_TUN.3.1_1,13756.857999999998,1,2025-07-31 00:00:00
SWE,gadm_SWE.20.5_1,13755.584400000003,1,2025-07-31 00:00:00
CHN,ghs-fua_8308,13753.0316,1,2025-07-31 00:00:00
PRK,gadm_PRK.2.2_1,13752.807399999998,1,2025-07-31 00:00:00
MEX,gadm_MEX.15.39_2,13751.217200000003,1,2025-07-31 00:00:00
DZA,ghs-fua_4972,13750.922799999995,1,2025-07-31 00:00:00
PHL,gadm_PHL.27.10_1,13750.604399999993,1,2025-07-31 00:00:00
RUS,gadm_RUS.39.11_1,13749.905999999997,1,2025-07-31 00:00:00
JPN,gadm_JPN.21.31_1,13749.5266,1,2025-07-31 00:00:00
IRN,gadm_IRN.6.14_1,13745.912200000002,1,2025-07-31 00:00:00
CHN,ghs-fua_8113,13744.506200000002,1,2025-07-31 00:00:00
BGD,gadm_BGD.5.6_1,13742.855000000003,1,2025-07-31 00:00:00
USA,gadm_USA.2.25_1,13739.8872,1,2025-07-31 00:00:00
JPN,gadm_JPN.31.1_1,13737.628399999996,1,2025-07-31 00:00:00
BGR,gadm_BGR.23.5_1,13736.493799999997,1,2025-07-31 00:00:00
LKA,gadm_LKA.5.7_1,13735.6134,1,2025-07-31 00:00:00
CHN,ghs-fua_8606,13732.066199999996,1,2025-07-31 00:00:00
USA,gadm_USA.44.143_1,13731.778799999998,1,2025-07-31 00:00:00
USA,gadm_USA.10.39_1,13729.707199999997,1,2025-07-31 00:00:00
MEX,gadm_MEX.26.44_2,13726.888199999998,1,2025-07-31 00:00:00
COD,gadm_COD.3.5_1,13722.293800000003,1,2025-07-31 00:00:00
RUS,gadm_RUS.55.36_1,13719.653000000004,1,2025-07-31 00:00:00
PHL,ghs-fua_5034,13719.299600000008,1,2025-07-31 00:00:00
THA,gadm_THA.30.14_1,13715.749799999996,1,2025-07-31 00:00:00
IND,gadm_IND.12.8_1,13715.576799999999,1,2025-07-31 00:00:00
ZAF,ghs-fua_3972,13714.368799999998,1,2025-07-31 00:00:00
NOR,gadm_NOR.15.18_1,13709.612800000004,1,2025-07-31 00:00:00
USA,gadm_USA.19.42_1,13707.639199999998,1,2025-07-31 00:00:00
JPN,gadm_JPN.14.1_1,13706.312399999995,1,2025-07-31 00:00:00
USA,gadm_USA.24.15_1,13704.491800000002,1,2025-07-31 00:00:00
AUS,gadm_AUS.8.30_1,13700.5648,1,2025-07-31 00:00:00
TUR,gadm_TUR.34.2_1,13699.7284,1,2025-07-31 00:00:00
ROU,gadm_ROU.26.18_1,13699.3602,1,2025-07-31 00:00:00
BRA,gadm_BRA.14.58_2,13698.707199999993,1,2025-07-31 00:00:00
SWE,gadm_SWE.7.11_1,13695.255400000002,1,2025-07-31 00:00:00
NGA,gadm_NGA.1.1_1,13691.231999999987,1,2025-07-31 00:00:00
CAN,gadm_CAN.3.8_1,13691.209000000003,1,2025-07-31 00:00:00
RUS,gadm_RUS.9.22_1,13690.482799999996,1,2025-07-31 00:00:00
CYM,gadm_CYM.4_1,13687.533400000013,1,2025-07-31 00:00:00
ZAF,gadm_ZAF.4.7_1,13687.244799999999,1,2025-07-31 00:00:00
IND,ghs-fua_9880,13686.965799999996,1,2025-07-31 00:00:00
CHN,ghs-fua_7682,13682.212399999999,1,2025-07-31 00:00:00
AUS,gadm_AUS.10.24_1,13680.913200000003,1,2025-07-31 00:00:00
PER,gadm_PER.2.18_1,13680.641800000003,1,2025-07-31 00:00:00
RUS,gadm_RUS.29.9_1,13678.774999999998,1,2025-07-31 00:00:00
BRA,ghs-fua_5300,13672.7078,1,2025-07-31 00:00:00
ARG,gadm_ARG.6.13_1,13669.006200000002,1,2025-07-31 00:00:00
MEX,gadm_MEX.15.37_2,13666.684600000004,1,2025-07-31 00:00:00
IDN,ghs-fua_6818,13663.889800000006,1,2025-07-31 00:00:00
ETH,gadm_ETH.8.4_1,13661.377000000006,1,2025-07-31 00:00:00
ROU,gadm_ROU.3.19_1,13657.6444,1,2025-07-31 00:00:00
CUB,gadm_CUB.14.3_1,13654.108599999996,1,2025-07-31 00:00:00
KOR,gadm_KOR.8.6_2,13653.441400000003,1,2025-07-31 00:00:00
LVA,gadm_LVA.5.1_1,13652.706000000002,1,2025-07-31 00:00:00
UKR,gadm_UKR.6.39_1,13651.5304,1,2025-07-31 00:00:00
SRB,gadm_SRB.20.4_1,13650.5184,1,2025-07-31 00:00:00
RUS,gadm_RUS.58.32_1,13650.364399999999,1,2025-07-31 00:00:00
IND,ghs-fua_3632,13649.9828,1,2025-07-31 00:00:00
BOL,gadm_BOL.8.11_2,13649.796000000002,1,2025-07-31 00:00:00
CHN,ghs-fua_7967,13649.4022,1,2025-07-31 00:00:00
RUS,gadm_RUS.44.7_1,13645.882399999997,1,2025-07-31 00:00:00
KOR,gadm_KOR.14.8_2,13638.007999999994,1,2025-07-31 00:00:00
CHN,ghs-fua_9279,13637.782999999994,1,2025-07-31 00:00:00
IND,ghs-fua_8489,13634.688400000003,1,2025-07-31 00:00:00
CHN,ghs-fua_8985,13632.650400000004,1,2025-07-31 00:00:00
CHN,ghs-fua_9515,13632.617600000001,1,2025-07-31 00:00:00
LKA,gadm_LKA.7.5_1,13631.371799999995,1,2025-07-31 00:00:00
USA,gadm_USA.23.76_1,13630.519600000003,1,2025-07-31 00:00:00
BRA,ghs-fua_4114,13629.294199999998,1,2025-07-31 00:00:00
JPN,gadm_JPN.24.23_1,13629.2308,1,2025-07-31 00:00:00
SRB,ghs-fua_890,13626.005399999998,1,2025-07-31 00:00:00
CHN,ghs-fua_7608,13625.961200000002,1,2025-07-31 00:00:00
CMR,ghs-fua_3243,13624.464600000001,1,2025-07-31 00:00:00
CHN,ghs-fua_10064,13623.604800000003,1,2025-07-31 00:00:00
IND,gadm_IND.19.25_1,13619.666199999998,1,2025-07-31 00:00:00
POL,gadm_POL.3.22_1,13618.471199999996,1,2025-07-31 00:00:00
NGA,gadm_NGA.16.5_1,13617.572599999996,1,2025-07-31 00:00:00
JPN,gadm_JPN.8.34_1,13614.597799999992,1,2025-07-31 00:00:00
RUS,gadm_RUS.59.31_1,13612.695199999998,1,2025-07-31 00:00:00
RUS,gadm_RUS.68.44_1,13611.722200000004,1,2025-07-31 00:00:00
IDN,gadm_IDN.4.4_1,13609.428800000002,1,2025-07-31 00:00:00
RUS,gadm_RUS.77.18_1,13605.3866,1,2025-07-31 00:00:00
PRI,ghs-fua_141,13605.348599999996,1,2025-07-31 00:00:00
MYS,gadm_MYS.13.11_1,13604.426200000002,1,2025-07-31 00:00:00
SWE,gadm_SWE.13.31_1,13603.227600000002,1,2025-07-31 00:00:00
KEN,gadm_KEN.13.11_1,13602.426200000002,1,2025-07-31 00:00:00
RUS,gadm_RUS.58.38_1,13598.660999999998,1,2025-07-31 00:00:00
USA,gadm_USA.44.144_1,13593.8604,1,2025-07-31 00:00:00
VNM,gadm_VNM.27.3_1,13592.575800000004,1,2025-07-31 00:00:00
USA,gadm_USA.16.69_1,13590.964799999994,1,2025-07-31 00:00:00
HUN,gadm_HUN.11.6_1,13576.961999999998,1,2025-07-31 00:00:00
USA,gadm_USA.14.92_1,13576.350999999999,1,2025-07-31 00:00:00
HUN,gadm_HUN.15.8_1,13568.576000000001,1,2025-07-31 00:00:00
JPN,gadm_JPN.43.8_1,13562.352799999997,1,2025-07-31 00:00:00
MEX,ghs-fua_2175,13553.5792,1,2025-07-31 00:00:00
RUS,gadm_RUS.81.15_1,13550.396400000001,1,2025-07-31 00:00:00
GBR,gadm_GBR.3.13_1,13550.322400000001,1,2025-07-31 00:00:00
COL,ghs-fua_2987,13550.305599999998,1,2025-07-31 00:00:00
MEX,gadm_MEX.1.6_2,13543.838600000001,1,2025-07-31 00:00:00
USA,gadm_USA.23.27_1,13538.407200000001,1,2025-07-31 00:00:00
CHN,ghs-fua_9116,13536.216199999999,1,2025-07-31 00:00:00
IRL,gadm_IRL.26.5_1,13535.621599999999,1,2025-07-31 00:00:00
AUS,gadm_AUS.8.27_1,13534.692400000009,1,2025-07-31 00:00:00
ARG,gadm_ARG.1.28_1,13529.704199999996,1,2025-07-31 00:00:00
JPN,gadm_JPN.9.10_1,13529.550400000006,1,2025-07-31 00:00:00
CHN,ghs-fua_8225,13529.51899999999,1,2025-07-31 00:00:00
BGR,gadm_BGR.14.13_1,13528.832600000002,1,2025-07-31 00:00:00
TUR,gadm_TUR.12.1_1,13528.0456,1,2025-07-31 00:00:00
ARG,gadm_ARG.9.7_1,13524.989599999997,1,2025-07-31 00:00:00
USA,gadm_USA.37.43_1,13523.547199999997,1,2025-07-31 00:00:00
RUS,gadm_RUS.47.36_1,13523.058399999996,1,2025-07-31 00:00:00
USA,gadm_USA.27.9_1,13517.533000000003,1,2025-07-31 00:00:00
PRT,gadm_PRT.12.10_1,13515.889400000005,1,2025-07-31 00:00:00
BGD,ghs-fua_1749,13512.912000000006,1,2025-07-31 00:00:00
DZA,gadm_DZA.12.9_1,13511.902199999997,1,2025-07-31 00:00:00
DZA,gadm_DZA.3.15_1,13506.348200000004,1,2025-07-31 00:00:00
BGR,gadm_BGR.7.4_1,13505.693600000004,1,2025-07-31 00:00:00
USA,gadm_USA.4.11_1,13498.724400000003,1,2025-07-31 00:00:00
HTI,gadm_HTI.7.4_1,13498.285400000006,1,2025-07-31 00:00:00
RUS,gadm_RUS.50.17_1,13490.115399999997,1,2025-07-31 00:00:00
IND,gadm_IND.7.8_1,13486.375400000006,1,2025-07-31 00:00:00
EGY,gadm_EGY.12.13_1,13486.3154,1,2025-07-31 00:00:00
RUS,gadm_RUS.31.16_1,13485.947399999997,1,2025-07-31 00:00:00
USA,gadm_USA.16.74_1,13484.421800000006,1,2025-07-31 00:00:00
SWE,gadm_SWE.19.7_1,13482.818200000002,1,2025-07-31 00:00:00
ARG,gadm_ARG.10.9_1,13482.8078,1,2025-07-31 00:00:00
IND,ghs-fua_10039,13482.574800000008,1,2025-07-31 00:00:00
RUS,gadm_RUS.70.3_1,13482.558400000007,1,2025-07-31 00:00:00
USA,gadm_USA.43.77_1,13472.1694,1,2025-07-31 00:00:00
VEN,gadm_VEN.16.21_1,13469.662599999998,1,2025-07-31 00:00:00
NOR,gadm_NOR.4.17_1,13467.976799999999,1,2025-07-31 00:00:00
ZAF,gadm_ZAF.4.8_1,13467.509800000003,1,2025-07-31 00:00:00
IND,ghs-fua_9470,13466.896600000002,1,2025-07-31 00:00:00
USA,gadm_USA.44.128_1,13463.879199999994,1,2025-07-31 00:00:00
JPN,gadm_JPN.44.4_1,13462.371599999997,1,2025-07-31 00:00:00
CUB,gadm_CUB.12.3_1,13462.162400000001,1,2025-07-31 00:00:00
DNK,gadm_DNK.4.16_1,13461.901999999998,1,2025-07-31 00:00:00
PRK,gadm_PRK.1.6_1,13461.323400000001,1,2025-07-31 00:00:00
BLR,gadm_BLR.5.5_1,13460.012999999992,1,2025-07-31 00:00:00
PHL,gadm_PHL.25.23_1,13459.966999999995,1,2025-07-31 00:00:00
MEX,gadm_MEX.19.45_2,13458.862400000009,1,2025-07-31 00:00:00
AUS,gadm_AUS.9.20_1,13451.637,1,2025-07-31 00:00:00
IDN,gadm_IDN.17.3_1,13449.099399999996,1,2025-07-31 00:00:00
MEX,gadm_MEX.9.3_2,13448.735599999998,1,2025-07-31 00:00:00
ROU,gadm_ROU.1.11_1,13447.695200000007,1,2025-07-31 00:00:00
RUS,gadm_RUS.41.6_1,13444.1296,1,2025-07-31 00:00:00
AZE,gadm_AZE.6.3_1,13444.124399999999,1,2025-07-31 00:00:00
DZA,ghs-fua_1763,13442.839800000003,1,2025-07-31 00:00:00
HUN,gadm_HUN.17.5_1,13438.9436,1,2025-07-31 00:00:00
IND,gadm_IND.20.21_1,13438.057199999992,1,2025-07-31 00:00:00
VNM,gadm_VNM.37.2_1,13436.814200000004,1,2025-07-31 00:00:00
RUS,gadm_RUS.75.6_1,13436.7568,1,2025-07-31 00:00:00
USA,gadm_USA.26.58_1,13434.7794,1,2025-07-31 00:00:00
JPN,gadm_JPN.4.49_1,13431.066400000002,1,2025-07-31 00:00:00
BRA,gadm_BRA.25.211_2,13428.520000000002,1,2025-07-31 00:00:00
USA,gadm_USA.28.21_1,13426.804399999997,1,2025-07-31 00:00:00
IDN,ghs-fua_7059,13426.383599999996,1,2025-07-31 00:00:00
RUS,gadm_RUS.60.28_1,13424.229999999996,1,2025-07-31 00:00:00
CHN,ghs-fua_7920,13422.997800000001,1,2025-07-31 00:00:00
ROU,gadm_ROU.22.22_1,13422.852799999997,1,2025-07-31 00:00:00
KHM,gadm_KHM.23.1_2,13422.823000000006,1,2025-07-31 00:00:00
ARG,gadm_ARG.13.11_1,13414.480399999999,1,2025-07-31 00:00:00
CUB,gadm_CUB.1.4_1,13412.711800000003,1,2025-07-31 00:00:00
RUS,gadm_RUS.11.31_1,13409.714999999995,1,2025-07-31 00:00:00
IRQ,gadm_IRQ.14.3_1,13408.098999999995,1,2025-07-31 00:00:00
MEX,gadm_MEX.4.3_2,13403.118399999994,1,2025-07-31 00:00:00
NGA,gadm_NGA.28.6_1,13400.457199999999,1,2025-07-31 00:00:00
USA,gadm_USA.47.93_1,13399.2966,1,2025-07-31 00:00:00
ARG,gadm_ARG.14.1_1,13394.141799999998,1,2025-07-31 00:00:00
RUS,gadm_RUS.2.43_1,13386.079599999997,1,2025-07-31 00:00:00
BRA,ghs-fua_7136,13385.390399999997,1,2025-07-31 00:00:00
USA,gadm_USA.47.5_1,13381.535000000003,1,2025-07-31 00:00:00
AUS,gadm_AUS.9.3_1,13373.028400000003,1,2025-07-31 00:00:00
USA,gadm_USA.6.27_1,13367.3936,1,2025-07-31 00:00:00
IND,gadm_IND.31.13_1,13364.435199999996,1,2025-07-31 00:00:00
TUR,gadm_TUR.71.2_1,13356.2458,1,2025-07-31 00:00:00
COL,gadm_COL.2.43_2,13355.056600000002,1,2025-07-31 00:00:00
RUS,gadm_RUS.33.6_1,13351.56680000001,1,2025-07-31 00:00:00
PRT,gadm_PRT.15.10_1,13351.063400000003,1,2025-07-31 00:00:00
HRV,gadm_HRV.21.22_1,13349.040799999995,1,2025-07-31 00:00:00
IDN,gadm_IDN.2.1_1,13348.975999999993,1,2025-07-31 00:00:00
RUS,gadm_RUS.19.9_1,13330.850599999998,1,2025-07-31 00:00:00
JPN,gadm_JPN.12.110_1,13330.519199999997,1,2025-07-31 00:00:00
JPN,gadm_JPN.39.31_1,13329.647199999998,1,2025-07-31 00:00:00
USA,gadm_USA.18.89_1,13329.5412,1,2025-07-31 00:00:00
TUR,gadm_TUR.41.3_1,13328.786200000006,1,2025-07-31 00:00:00
DZA,gadm_DZA.10.15_1,13325.4892,1,2025-07-31 00:00:00
